timestamp,location_id,total_slots,available_slots,traffic_level,day_of_week,weather
2025-03-12 05:00:00,6,154,147,Medium,Wednesday,Clear
2025-03-12 06:00:00,2,133,121,Medium,Wednesday,Cloudy
2025-03-12 07:00:00,10,114,37,High,Wednesday,Clear
2025-03-12 08:00:00,4,146,1,High,Wednesday,Clear
2025-03-12 09:00:00,4,127,103,Medium,Wednesday,Clear
2025-03-12 10:00:00,10,141,4,Medium,Wednesday,Clear
2025-03-12 11:00:00,8,148,34,Low,Wednesday,Clear
2025-03-12 12:00:00,9,180,21,Medium,Wednesday,Clear
2025-03-12 13:00:00,5,114,106,Low,Wednesday,Clear
2025-03-12 14:00:00,8,197,179,Low,Wednesday,Clear
2025-03-12 15:00:00,9,114,76,Low,Wednesday,Clear
2025-03-12 16:00:00,10,98,97,Low,Wednesday,Clear
2025-03-12 17:00:00,5,188,180,High,Wednesday,Cloudy
2025-03-12 18:00:00,2,85,9,High,Wednesday,Clear
2025-03-12 19:00:00,6,197,19,High,Wednesday,Clear
2025-03-12 20:00:00,1,107,95,Medium,Wednesday,Clear
2025-03-12 21:00:00,4,99,68,Medium,Wednesday,Cloudy
2025-03-12 22:00:00,7,197,5,Low,Wednesday,Clear
2025-03-12 23:00:00,4,160,91,Low,Wednesday,Clear
2025-03-13 00:00:00,1,179,102,Low,Thursday,Clear
2025-03-13 01:00:00,4,121,53,Low,Thursday,Rainy
2025-03-13 02:00:00,7,118,81,Medium,Thursday,Cloudy
2025-03-13 03:00:00,10,172,78,Low,Thursday,Clear
2025-03-13 04:00:00,6,91,72,Low,Thursday,Cloudy
2025-03-13 05:00:00,2,191,41,Low,Thursday,Clear
2025-03-13 06:00:00,8,137,66,Low,Thursday,Clear
2025-03-13 07:00:00,4,144,100,Medium,Thursday,Clear
2025-03-13 08:00:00,5,98,91,High,Thursday,Rainy
2025-03-13 09:00:00,8,117,53,High,Thursday,Clear
2025-03-13 10:00:00,1,118,47,High,Thursday,Clear
2025-03-13 11:00:00,4,94,69,Low,Thursday,Clear
2025-03-13 12:00:00,6,155,123,Low,Thursday,Clear
2025-03-13 13:00:00,7,117,16,Medium,Thursday,Clear
2025-03-13 14:00:00,7,90,50,Low,Thursday,Clear
2025-03-13 15:00:00,8,167,128,Low,Thursday,Clear
2025-03-13 16:00:00,5,87,76,Medium,Thursday,Cloudy
2025-03-13 17:00:00,8,167,7,Medium,Thursday,Clear
2025-03-13 18:00:00,3,168,90,High,Thursday,Clear
2025-03-13 19:00:00,1,97,16,High,Thursday,Clear
2025-03-13 20:00:00,2,96,56,Medium,Thursday,Clear
2025-03-13 21:00:00,7,200,96,Low,Thursday,Clear
2025-03-13 22:00:00,6,108,87,Low,Thursday,Clear
2025-03-13 23:00:00,10,194,58,Low,Thursday,Clear
2025-03-14 00:00:00,5,135,15,Low,Friday,Rainy
2025-03-14 01:00:00,9,101,57,Low,Friday,Clear
2025-03-14 02:00:00,8,162,125,Low,Friday,Clear
2025-03-14 03:00:00,9,91,88,Low,Friday,Clear
2025-03-14 04:00:00,7,168,12,Low,Friday,Clear
2025-03-14 05:00:00,2,169,105,Low,Friday,Clear
2025-03-14 06:00:00,5,170,136,Low,Friday,Cloudy
2025-03-14 07:00:00,9,182,156,High,Friday,Cloudy
2025-03-14 08:00:00,6,190,139,Medium,Friday,Clear
2025-03-14 09:00:00,2,95,32,High,Friday,Rainy
2025-03-14 10:00:00,7,199,77,High,Friday,Cloudy
2025-03-14 11:00:00,3,117,82,Low,Friday,Clear
2025-03-14 12:00:00,8,177,77,Low,Friday,Cloudy
2025-03-14 13:00:00,6,101,6,Medium,Friday,Clear
2025-03-14 14:00:00,8,157,79,Low,Friday,Rainy
2025-03-14 15:00:00,10,174,122,Medium,Friday,Cloudy
2025-03-14 16:00:00,7,164,149,Medium,Friday,Cloudy
2025-03-14 17:00:00,7,174,169,High,Friday,Clear
2025-03-14 18:00:00,4,107,20,High,Friday,Cloudy
2025-03-14 19:00:00,10,178,145,High,Friday,Clear
2025-03-14 20:00:00,10,173,69,High,Friday,Cloudy
2025-03-14 21:00:00,4,82,32,Low,Friday,Clear
2025-03-14 22:00:00,5,91,23,Low,Friday,Clear
2025-03-14 23:00:00,5,171,46,Low,Friday,Clear
2025-03-15 00:00:00,2,114,26,Low,Saturday,Cloudy
2025-03-15 01:00:00,4,198,140,Medium,Saturday,Clear
2025-03-15 02:00:00,10,145,140,Low,Saturday,Clear
2025-03-15 03:00:00,6,195,3,Medium,Saturday,Cloudy
2025-03-15 04:00:00,2,153,32,Low,Saturday,Clear
2025-03-15 05:00:00,10,166,12,Medium,Saturday,Cloudy
2025-03-15 06:00:00,8,103,33,Medium,Saturday,Clear
2025-03-15 07:00:00,6,168,28,High,Saturday,Cloudy
2025-03-15 08:00:00,5,147,141,Medium,Saturday,Cloudy
2025-03-15 09:00:00,3,141,124,High,Saturday,Clear
2025-03-15 10:00:00,1,177,76,High,Saturday,Clear
2025-03-15 11:00:00,9,168,31,Low,Saturday,Clear
2025-03-15 12:00:00,8,107,79,Low,Saturday,Clear
2025-03-15 13:00:00,2,195,108,Low,Saturday,Cloudy
2025-03-15 14:00:00,2,156,87,Medium,Saturday,Clear
2025-03-15 15:00:00,2,183,92,Medium,Saturday,Clear
2025-03-15 16:00:00,10,170,42,Medium,Saturday,Rainy
2025-03-15 17:00:00,8,181,2,High,Saturday,Clear
2025-03-15 18:00:00,5,196,103,Medium,Saturday,Cloudy
2025-03-15 19:00:00,9,111,110,High,Saturday,Clear
2025-03-15 20:00:00,7,118,40,High,Saturday,Clear
2025-03-15 21:00:00,2,139,61,Medium,Saturday,Cloudy
2025-03-15 22:00:00,3,108,101,Low,Saturday,Clear
2025-03-15 23:00:00,9,116,55,Low,Saturday,Cloudy
2025-03-16 00:00:00,5,163,86,Medium,Sunday,Clear
2025-03-16 01:00:00,8,149,124,Low,Sunday,Cloudy
2025-03-16 02:00:00,10,127,102,Low,Sunday,Cloudy
2025-03-16 03:00:00,9,87,59,Low,Sunday,Cloudy
2025-03-16 04:00:00,9,95,36,Medium,Sunday,Clear
2025-03-16 05:00:00,4,114,54,Low,Sunday,Rainy
2025-03-16 06:00:00,3,93,87,Low,Sunday,Rainy
2025-03-16 07:00:00,6,168,128,Medium,Sunday,Cloudy
2025-03-16 08:00:00,7,133,23,High,Sunday,Rainy
2025-03-16 09:00:00,5,199,195,Medium,Sunday,Cloudy
2025-03-16 10:00:00,6,191,135,High,Sunday,Cloudy
2025-03-16 11:00:00,8,123,20,Low,Sunday,Clear
2025-03-16 12:00:00,10,163,114,Low,Sunday,Clear
2025-03-16 13:00:00,1,137,114,Low,Sunday,Clear
2025-03-16 14:00:00,4,128,102,Low,Sunday,Clear
2025-03-16 15:00:00,6,91,27,Medium,Sunday,Cloudy
2025-03-16 16:00:00,6,178,171,Low,Sunday,Clear
2025-03-16 17:00:00,8,168,123,Medium,Sunday,Clear
2025-03-16 18:00:00,9,101,65,High,Sunday,Clear
2025-03-16 19:00:00,1,193,27,Medium,Sunday,Rainy
2025-03-16 20:00:00,3,166,70,High,Sunday,Clear
2025-03-16 21:00:00,7,136,52,Low,Sunday,Cloudy
2025-03-16 22:00:00,6,177,133,Medium,Sunday,Rainy
2025-03-16 23:00:00,2,195,82,Low,Sunday,Rainy
2025-03-17 00:00:00,6,119,72,Low,Monday,Clear
2025-03-17 01:00:00,2,123,102,Medium,Monday,Clear
2025-03-17 02:00:00,10,176,148,Medium,Monday,Clear
2025-03-17 03:00:00,3,98,89,Medium,Monday,Rainy
2025-03-17 04:00:00,4,96,15,Low,Monday,Rainy
2025-03-17 05:00:00,1,85,0,Low,Monday,Cloudy
2025-03-17 06:00:00,4,111,82,Low,Monday,Clear
2025-03-17 07:00:00,1,100,32,High,Monday,Rainy
2025-03-17 08:00:00,2,107,52,High,Monday,Clear
2025-03-17 09:00:00,3,186,118,High,Monday,Clear
2025-03-17 10:00:00,3,165,47,High,Monday,Clear
2025-03-17 11:00:00,4,150,125,Medium,Monday,Cloudy
2025-03-17 12:00:00,5,103,20,Medium,Monday,Clear
2025-03-17 13:00:00,6,192,172,Medium,Monday,Cloudy
2025-03-17 14:00:00,9,183,14,Low,Monday,Clear
2025-03-17 15:00:00,6,135,100,Low,Monday,Clear
2025-03-17 16:00:00,2,111,37,Low,Monday,Clear
2025-03-17 17:00:00,7,132,89,High,Monday,Cloudy
2025-03-17 18:00:00,2,88,66,High,Monday,Cloudy
2025-03-17 19:00:00,10,136,72,High,Monday,Clear
2025-03-17 20:00:00,7,122,29,High,Monday,Clear
2025-03-17 21:00:00,2,196,138,Low,Monday,Clear
2025-03-17 22:00:00,6,179,129,Low,Monday,Cloudy
2025-03-17 23:00:00,7,171,75,Medium,Monday,Clear
2025-03-18 00:00:00,3,179,64,Low,Tuesday,Clear
2025-03-18 01:00:00,3,81,39,Low,Tuesday,Clear
2025-03-18 02:00:00,10,118,91,Medium,Tuesday,Clear
2025-03-18 03:00:00,3,178,79,Low,Tuesday,Rainy
2025-03-18 04:00:00,9,172,14,Low,Tuesday,Cloudy
2025-03-18 05:00:00,7,180,94,Low,Tuesday,Clear
2025-03-18 06:00:00,4,102,9,Low,Tuesday,Cloudy
2025-03-18 07:00:00,5,89,0,Medium,Tuesday,Clear
2025-03-18 08:00:00,2,111,42,High,Tuesday,Rainy
2025-03-18 09:00:00,7,190,119,High,Tuesday,Clear
2025-03-18 10:00:00,7,169,139,High,Tuesday,Rainy
2025-03-18 11:00:00,9,82,20,Low,Tuesday,Clear
2025-03-18 12:00:00,9,85,38,Medium,Tuesday,Clear
2025-03-18 13:00:00,9,175,31,Low,Tuesday,Cloudy
2025-03-18 14:00:00,6,109,15,Medium,Tuesday,Clear
2025-03-18 15:00:00,3,184,0,Low,Tuesday,Clear
2025-03-18 16:00:00,3,168,162,Medium,Tuesday,Clear
2025-03-18 17:00:00,6,197,48,Medium,Tuesday,Rainy
2025-03-18 18:00:00,10,128,37,Medium,Tuesday,Clear
2025-03-18 19:00:00,6,174,88,Medium,Tuesday,Cloudy
2025-03-18 20:00:00,5,164,156,High,Tuesday,Clear
2025-03-18 21:00:00,2,157,74,Low,Tuesday,Cloudy
2025-03-18 22:00:00,2,136,110,Low,Tuesday,Clear
2025-03-18 23:00:00,9,178,77,Medium,Tuesday,Rainy
2025-03-19 00:00:00,9,105,92,Low,Wednesday,Cloudy
2025-03-19 01:00:00,4,124,116,Medium,Wednesday,Clear
2025-03-19 02:00:00,1,85,38,Medium,Wednesday,Clear
2025-03-19 03:00:00,10,176,6,Low,Wednesday,Clear
2025-03-19 04:00:00,3,185,166,Medium,Wednesday,Rainy
2025-03-19 05:00:00,10,84,36,Low,Wednesday,Rainy
2025-03-19 06:00:00,4,115,29,Low,Wednesday,Clear
2025-03-19 07:00:00,7,167,124,High,Wednesday,Cloudy
2025-03-19 08:00:00,5,186,140,Medium,Wednesday,Cloudy
2025-03-19 09:00:00,8,82,79,High,Wednesday,Cloudy
2025-03-19 10:00:00,6,162,137,Medium,Wednesday,Clear
2025-03-19 11:00:00,6,90,36,Medium,Wednesday,Clear
2025-03-19 12:00:00,4,128,13,Low,Wednesday,Cloudy
2025-03-19 13:00:00,9,128,70,Low,Wednesday,Clear
2025-03-19 14:00:00,8,107,101,Low,Wednesday,Clear
2025-03-19 15:00:00,2,108,30,Low,Wednesday,Clear
2025-03-19 16:00:00,8,200,177,Medium,Wednesday,Rainy
2025-03-19 17:00:00,6,166,19,Medium,Wednesday,Cloudy
2025-03-19 18:00:00,5,194,28,High,Wednesday,Cloudy
2025-03-19 19:00:00,1,181,123,High,Wednesday,Clear
2025-03-19 20:00:00,6,177,40,High,Wednesday,Clear
2025-03-19 21:00:00,8,199,96,Low,Wednesday,Cloudy
2025-03-19 22:00:00,9,89,76,Low,Wednesday,Clear
2025-03-19 23:00:00,2,190,55,Low,Wednesday,Rainy
2025-03-20 00:00:00,7,100,37,Low,Thursday,Clear
2025-03-20 01:00:00,7,187,16,Medium,Thursday,Clear
2025-03-20 02:00:00,10,107,82,Medium,Thursday,Clear
2025-03-20 03:00:00,1,192,29,Low,Thursday,Clear
2025-03-20 04:00:00,3,179,151,Low,Thursday,Cloudy
2025-03-20 05:00:00,9,85,52,Low,Thursday,Cloudy
2025-03-20 06:00:00,7,171,148,Medium,Thursday,Clear
2025-03-20 07:00:00,7,134,87,High,Thursday,Cloudy
2025-03-20 08:00:00,4,154,1,High,Thursday,Clear
2025-03-20 09:00:00,5,181,171,High,Thursday,Clear
2025-03-20 10:00:00,5,117,24,Medium,Thursday,Cloudy
2025-03-20 11:00:00,5,113,29,Low,Thursday,Clear
2025-03-20 12:00:00,2,192,162,Medium,Thursday,Rainy
2025-03-20 13:00:00,5,103,70,Low,Thursday,Clear
2025-03-20 14:00:00,4,195,98,Low,Thursday,Clear
2025-03-20 15:00:00,9,179,96,Low,Thursday,Clear
2025-03-20 16:00:00,10,129,114,Medium,Thursday,Clear
2025-03-20 17:00:00,3,180,81,Medium,Thursday,Clear
2025-03-20 18:00:00,2,142,44,Medium,Thursday,Rainy
2025-03-20 19:00:00,8,152,58,High,Thursday,Rainy
2025-03-20 20:00:00,9,197,80,Medium,Thursday,Rainy
2025-03-20 21:00:00,4,91,90,Medium,Thursday,Clear
2025-03-20 22:00:00,4,200,47,Low,Thursday,Clear
2025-03-20 23:00:00,10,198,15,Medium,Thursday,Clear
2025-03-21 00:00:00,1,157,130,Low,Friday,Cloudy
2025-03-21 01:00:00,8,199,154,Low,Friday,Clear
2025-03-21 02:00:00,8,93,58,Medium,Friday,Rainy
2025-03-21 03:00:00,6,190,22,Medium,Friday,Clear
2025-03-21 04:00:00,4,101,76,Low,Friday,Cloudy
2025-03-21 05:00:00,8,175,144,Medium,Friday,Clear
2025-03-21 06:00:00,9,96,21,Low,Friday,Rainy
2025-03-21 07:00:00,6,132,19,Medium,Friday,Clear
2025-03-21 08:00:00,6,147,35,High,Friday,Rainy
2025-03-21 09:00:00,2,125,55,Medium,Friday,Cloudy
2025-03-21 10:00:00,8,168,19,High,Friday,Rainy
2025-03-21 11:00:00,7,187,6,Low,Friday,Cloudy
2025-03-21 12:00:00,2,117,83,Low,Friday,Cloudy
2025-03-21 13:00:00,9,198,30,Low,Friday,Clear
2025-03-21 14:00:00,2,165,113,Low,Friday,Clear
2025-03-21 15:00:00,3,165,92,Low,Friday,Cloudy
2025-03-21 16:00:00,1,91,7,Low,Friday,Clear
2025-03-21 17:00:00,3,122,9,Medium,Friday,Rainy
2025-03-21 18:00:00,5,127,93,High,Friday,Rainy
2025-03-21 19:00:00,5,128,61,High,Friday,Rainy
2025-03-21 20:00:00,9,93,17,High,Friday,Clear
2025-03-21 21:00:00,5,112,7,Low,Friday,Clear
2025-03-21 22:00:00,8,151,51,Low,Friday,Clear
2025-03-21 23:00:00,6,155,64,Medium,Friday,Cloudy
2025-03-22 00:00:00,3,183,86,Medium,Saturday,Clear
2025-03-22 01:00:00,4,184,29,Low,Saturday,Clear
2025-03-22 02:00:00,1,146,55,Low,Saturday,Clear
2025-03-22 03:00:00,8,126,99,Low,Saturday,Rainy
2025-03-22 04:00:00,10,154,116,Low,Saturday,Clear
2025-03-22 05:00:00,7,129,12,Low,Saturday,Clear
2025-03-22 06:00:00,10,167,88,Low,Saturday,Cloudy
2025-03-22 07:00:00,9,175,174,High,Saturday,Rainy
2025-03-22 08:00:00,2,118,48,High,Saturday,Rainy
2025-03-22 09:00:00,8,112,46,High,Saturday,Clear
2025-03-22 10:00:00,7,127,73,High,Saturday,Clear
2025-03-22 11:00:00,9,174,144,Medium,Saturday,Clear
2025-03-22 12:00:00,5,144,122,Low,Saturday,Clear
2025-03-22 13:00:00,4,198,120,Low,Saturday,Clear
2025-03-22 14:00:00,6,133,92,Low,Saturday,Clear
2025-03-22 15:00:00,3,156,20,Medium,Saturday,Rainy
2025-03-22 16:00:00,1,101,96,Low,Saturday,Clear
2025-03-22 17:00:00,2,91,15,High,Saturday,Clear
2025-03-22 18:00:00,5,108,38,Medium,Saturday,Clear
2025-03-22 19:00:00,1,154,108,High,Saturday,Clear
2025-03-22 20:00:00,6,103,12,Medium,Saturday,Clear
2025-03-22 21:00:00,9,93,79,Low,Saturday,Clear
2025-03-22 22:00:00,4,80,11,Low,Saturday,Rainy
2025-03-22 23:00:00,10,93,75,Low,Saturday,Clear
2025-03-23 00:00:00,2,96,29,Medium,Sunday,Clear
2025-03-23 01:00:00,6,108,19,Low,Sunday,Clear
2025-03-23 02:00:00,10,101,90,Low,Sunday,Clear
2025-03-23 03:00:00,1,156,10,Medium,Sunday,Clear
2025-03-23 04:00:00,9,117,60,Medium,Sunday,Clear
2025-03-23 05:00:00,2,161,77,Medium,Sunday,Clear
2025-03-23 06:00:00,7,181,51,Low,Sunday,Cloudy
2025-03-23 07:00:00,10,113,23,High,Sunday,Cloudy
2025-03-23 08:00:00,8,126,99,High,Sunday,Clear
2025-03-23 09:00:00,2,149,106,High,Sunday,Clear
2025-03-23 10:00:00,5,153,122,High,Sunday,Cloudy
2025-03-23 11:00:00,10,167,128,Low,Sunday,Clear
2025-03-23 12:00:00,9,164,136,Low,Sunday,Clear
2025-03-23 13:00:00,7,171,38,Medium,Sunday,Clear
2025-03-23 14:00:00,8,173,123,Low,Sunday,Cloudy
2025-03-23 15:00:00,6,167,95,Low,Sunday,Cloudy
2025-03-23 16:00:00,8,108,27,Low,Sunday,Cloudy
2025-03-23 17:00:00,9,114,96,Medium,Sunday,Clear
2025-03-23 18:00:00,6,80,45,High,Sunday,Clear
2025-03-23 19:00:00,2,99,13,Medium,Sunday,Clear
2025-03-23 20:00:00,5,120,87,High,Sunday,Clear
2025-03-23 21:00:00,8,107,25,Low,Sunday,Cloudy
2025-03-23 22:00:00,9,123,5,Low,Sunday,Clear
2025-03-23 23:00:00,8,178,136,Low,Sunday,Clear
2025-03-24 00:00:00,8,125,18,Low,Monday,Clear
2025-03-24 01:00:00,10,158,38,Low,Monday,Cloudy
2025-03-24 02:00:00,10,106,47,Low,Monday,Clear
2025-03-24 03:00:00,1,194,61,Low,Monday,Clear
2025-03-24 04:00:00,7,96,59,Low,Monday,Clear
2025-03-24 05:00:00,4,106,34,Low,Monday,Clear
2025-03-24 06:00:00,8,83,43,Low,Monday,Clear
2025-03-24 07:00:00,3,112,20,High,Monday,Cloudy
2025-03-24 08:00:00,7,151,35,High,Monday,Cloudy
2025-03-24 09:00:00,4,115,42,High,Monday,Clear
2025-03-24 10:00:00,6,135,30,Medium,Monday,Clear
2025-03-24 11:00:00,9,177,111,Medium,Monday,Clear
2025-03-24 12:00:00,10,197,188,Medium,Monday,Clear
2025-03-24 13:00:00,6,197,37,Low,Monday,Clear
2025-03-24 14:00:00,1,167,51,Medium,Monday,Rainy
2025-03-24 15:00:00,7,128,23,Medium,Monday,Cloudy
2025-03-24 16:00:00,10,179,53,Low,Monday,Clear
2025-03-24 17:00:00,2,147,116,Medium,Monday,Clear
2025-03-24 18:00:00,5,118,57,High,Monday,Cloudy
2025-03-24 19:00:00,8,144,117,High,Monday,Clear
2025-03-24 20:00:00,6,129,89,High,Monday,Clear
2025-03-24 21:00:00,3,135,79,Low,Monday,Rainy
2025-03-24 22:00:00,7,182,136,Medium,Monday,Clear
2025-03-24 23:00:00,5,120,53,Low,Monday,Clear
2025-03-25 00:00:00,8,151,130,Low,Tuesday,Cloudy
2025-03-25 01:00:00,4,106,37,Low,Tuesday,Rainy
2025-03-25 02:00:00,7,98,46,Low,Tuesday,Clear
2025-03-25 03:00:00,8,92,89,Low,Tuesday,Rainy
2025-03-25 04:00:00,1,86,44,Medium,Tuesday,Rainy
2025-03-25 05:00:00,7,177,50,Low,Tuesday,Clear
2025-03-25 06:00:00,5,88,37,Medium,Tuesday,Clear
2025-03-25 07:00:00,3,116,63,High,Tuesday,Rainy
2025-03-25 08:00:00,4,169,155,Medium,Tuesday,Cloudy
2025-03-25 09:00:00,3,85,3,High,Tuesday,Clear
2025-03-25 10:00:00,1,171,138,High,Tuesday,Cloudy
2025-03-25 11:00:00,10,104,81,Medium,Tuesday,Cloudy
2025-03-25 12:00:00,6,162,6,Low,Tuesday,Cloudy
2025-03-25 13:00:00,9,137,39,Low,Tuesday,Clear
2025-03-25 14:00:00,2,111,53,Medium,Tuesday,Clear
2025-03-25 15:00:00,1,177,128,Medium,Tuesday,Cloudy
2025-03-25 16:00:00,10,131,131,Medium,Tuesday,Rainy
2025-03-25 17:00:00,6,177,115,Medium,Tuesday,Rainy
2025-03-25 18:00:00,10,106,15,High,Tuesday,Clear
2025-03-25 19:00:00,3,175,126,High,Tuesday,Clear
2025-03-25 20:00:00,2,94,80,Medium,Tuesday,Clear
2025-03-25 21:00:00,4,92,79,Low,Tuesday,Clear
2025-03-25 22:00:00,1,115,0,Low,Tuesday,Cloudy
2025-03-25 23:00:00,7,104,32,Low,Tuesday,Clear
2025-03-26 00:00:00,1,152,0,Medium,Wednesday,Clear
2025-03-26 01:00:00,8,199,139,Low,Wednesday,Clear
2025-03-26 02:00:00,10,89,59,Low,Wednesday,Clear
2025-03-26 03:00:00,4,132,27,Low,Wednesday,Clear
2025-03-26 04:00:00,9,183,49,Low,Wednesday,Cloudy
2025-03-26 05:00:00,5,155,17,Medium,Wednesday,Clear
2025-03-26 06:00:00,5,156,83,Low,Wednesday,Cloudy
2025-03-26 07:00:00,6,97,44,Medium,Wednesday,Rainy
2025-03-26 08:00:00,2,179,117,High,Wednesday,Clear
2025-03-26 09:00:00,7,176,76,High,Wednesday,Clear
2025-03-26 10:00:00,9,80,74,High,Wednesday,Cloudy
2025-03-26 11:00:00,7,190,137,Medium,Wednesday,Rainy
2025-03-26 12:00:00,2,91,25,Low,Wednesday,Cloudy
2025-03-26 13:00:00,5,163,156,Medium,Wednesday,Clear
2025-03-26 14:00:00,5,139,95,Low,Wednesday,Rainy
2025-03-26 15:00:00,10,168,86,Medium,Wednesday,Cloudy
2025-03-26 16:00:00,9,91,38,Medium,Wednesday,Cloudy
2025-03-26 17:00:00,7,195,29,High,Wednesday,Clear
2025-03-26 18:00:00,3,172,50,High,Wednesday,Clear
2025-03-26 19:00:00,4,161,111,High,Wednesday,Cloudy
2025-03-26 20:00:00,9,84,30,High,Wednesday,Cloudy
2025-03-26 21:00:00,1,137,105,Low,Wednesday,Clear
2025-03-26 22:00:00,6,102,14,Low,Wednesday,Clear
2025-03-26 23:00:00,9,166,103,Low,Wednesday,Cloudy
2025-03-27 00:00:00,8,134,37,Low,Thursday,Cloudy
2025-03-27 01:00:00,6,81,4,Low,Thursday,Clear
2025-03-27 02:00:00,7,189,105,Low,Thursday,Clear
2025-03-27 03:00:00,6,81,59,Medium,Thursday,Clear
2025-03-27 04:00:00,8,88,20,Low,Thursday,Cloudy
2025-03-27 05:00:00,5,103,23,Low,Thursday,Clear
2025-03-27 06:00:00,3,191,16,Low,Thursday,Clear
2025-03-27 07:00:00,7,160,52,High,Thursday,Clear
2025-03-27 08:00:00,7,182,22,High,Thursday,Clear
2025-03-27 09:00:00,9,166,6,High,Thursday,Rainy
2025-03-27 10:00:00,2,155,24,Medium,Thursday,Cloudy
2025-03-27 11:00:00,1,143,27,Low,Thursday,Rainy
2025-03-27 12:00:00,6,188,87,Low,Thursday,Clear
2025-03-27 13:00:00,1,172,42,Medium,Thursday,Cloudy
2025-03-27 14:00:00,2,115,6,Low,Thursday,Clear
2025-03-27 15:00:00,5,156,133,Medium,Thursday,Clear
2025-03-27 16:00:00,2,147,109,Low,Thursday,Clear
2025-03-27 17:00:00,10,186,71,High,Thursday,Clear
2025-03-27 18:00:00,1,156,0,High,Thursday,Cloudy
2025-03-27 19:00:00,4,136,74,High,Thursday,Clear
2025-03-27 20:00:00,10,82,44,Medium,Thursday,Clear
2025-03-27 21:00:00,4,91,71,Low,Thursday,Cloudy
2025-03-27 22:00:00,1,152,1,Medium,Thursday,Clear
2025-03-27 23:00:00,9,145,136,Medium,Thursday,Clear
2025-03-28 00:00:00,3,99,27,Low,Friday,Clear
2025-03-28 01:00:00,6,180,107,Medium,Friday,Rainy
2025-03-28 02:00:00,5,196,29,Low,Friday,Rainy
2025-03-28 03:00:00,3,110,101,Low,Friday,Clear
2025-03-28 04:00:00,5,163,38,Medium,Friday,Clear
2025-03-28 05:00:00,3,99,15,Medium,Friday,Cloudy
2025-03-28 06:00:00,1,179,43,Low,Friday,Rainy
2025-03-28 07:00:00,2,196,43,Medium,Friday,Rainy
2025-03-28 08:00:00,6,151,59,High,Friday,Rainy
2025-03-28 09:00:00,6,90,12,Medium,Friday,Rainy
2025-03-28 10:00:00,9,189,12,Medium,Friday,Clear
2025-03-28 11:00:00,1,108,42,Low,Friday,Clear
2025-03-28 12:00:00,1,115,20,Low,Friday,Clear
2025-03-28 13:00:00,6,130,36,Medium,Friday,Clear
2025-03-28 14:00:00,8,191,39,Low,Friday,Clear
2025-03-28 15:00:00,4,129,54,Medium,Friday,Clear
2025-03-28 16:00:00,7,130,130,Medium,Friday,Clear
2025-03-28 17:00:00,1,83,10,High,Friday,Clear
2025-03-28 18:00:00,3,153,149,High,Friday,Rainy
2025-03-28 19:00:00,1,186,37,High,Friday,Cloudy
2025-03-28 20:00:00,6,162,156,High,Friday,Cloudy
2025-03-28 21:00:00,2,134,35,Low,Friday,Rainy
2025-03-28 22:00:00,8,149,20,Medium,Friday,Clear
2025-03-28 23:00:00,4,106,102,Low,Friday,Rainy
2025-03-29 00:00:00,3,141,80,Medium,Saturday,Cloudy
2025-03-29 01:00:00,4,135,31,Low,Saturday,Cloudy
2025-03-29 02:00:00,3,159,0,Medium,Saturday,Cloudy
2025-03-29 03:00:00,4,102,16,Medium,Saturday,Clear
2025-03-29 04:00:00,8,199,22,Low,Saturday,Cloudy
2025-03-29 05:00:00,8,93,43,Medium,Saturday,Rainy
2025-03-29 06:00:00,2,161,82,Low,Saturday,Clear
2025-03-29 07:00:00,5,123,123,High,Saturday,Cloudy
2025-03-29 08:00:00,7,137,114,High,Saturday,Clear
2025-03-29 09:00:00,8,114,30,Medium,Saturday,Rainy
2025-03-29 10:00:00,1,94,65,High,Saturday,Clear
2025-03-29 11:00:00,1,90,38,Medium,Saturday,Clear
2025-03-29 12:00:00,7,147,38,Medium,Saturday,Clear
2025-03-29 13:00:00,5,152,83,Medium,Saturday,Clear
2025-03-29 14:00:00,5,171,106,Low,Saturday,Clear
2025-03-29 15:00:00,6,145,53,Medium,Saturday,Rainy
2025-03-29 16:00:00,2,183,155,Medium,Saturday,Clear
2025-03-29 17:00:00,3,130,14,Medium,Saturday,Rainy
2025-03-29 18:00:00,7,188,46,Medium,Saturday,Clear
2025-03-29 19:00:00,9,98,53,High,Saturday,Rainy
2025-03-29 20:00:00,3,135,125,High,Saturday,Clear
2025-03-29 21:00:00,10,152,17,Low,Saturday,Clear
2025-03-29 22:00:00,10,80,21,Low,Saturday,Cloudy
2025-03-29 23:00:00,6,195,17,Low,Saturday,Clear
2025-03-30 00:00:00,6,156,131,Low,Sunday,Cloudy
2025-03-30 01:00:00,9,121,35,Medium,Sunday,Cloudy
2025-03-30 02:00:00,6,155,142,Low,Sunday,Cloudy
2025-03-30 03:00:00,10,90,44,Low,Sunday,Cloudy
2025-03-30 04:00:00,2,124,36,Low,Sunday,Clear
2025-03-30 05:00:00,10,186,4,Low,Sunday,Clear
2025-03-30 06:00:00,5,86,66,Low,Sunday,Rainy
2025-03-30 07:00:00,7,166,120,High,Sunday,Cloudy
2025-03-30 08:00:00,10,188,107,High,Sunday,Cloudy
2025-03-30 09:00:00,9,151,43,High,Sunday,Rainy
2025-03-30 10:00:00,1,92,70,High,Sunday,Clear
2025-03-30 11:00:00,6,164,34,Low,Sunday,Cloudy
